"","AZUAY","BOLIVAR","CAÑAR","CARCHI","CHIMBORAZO","COTOPAXI","EL ORO","ESMERALDAS","GALAPAGOS","GUAYAS","IMBABURA","LOJA","LOS RIOS","MANABI","MORONA SANTIAGO","NAPO","ORELLANA","PASTAZA","PICHINCHA","SANTA ELENA","SANTO DOMINGO DE LOS TSACHILAS","SUCUMBIOS","TUNGURAHUA","ZAMORA CHINCHIPE"
"32",179019.761509478,17042.6220235029,35787.3329980836,20175.2343987256,54855.5832253402,56197.6488349426,113964.548734942,52677.818751517,8881.24078233766,838585.756109737,65307.3468240765,66316.405267985,79964.065758548,182776.150523562,15395.0002850219,13612.3713707469,22014.8895676564,12510.2463998773,1134885.0818103,30790.4409455291,58869.3613445378,25589.8290707324,96443.9505081219,16575.7419978899
"33",179624.191230914,17108.0241257738,36898.8475353635,20254.9124682881,55054.3372745838,56422.8502009438,114539.766938857,52881.3190673427,8940.49778968007,841835.681579153,65549.9164321918,66565.9460712694,80423.9680740845,182602.495375897,15461.842570042,13671.3153129457,22155.1448102452,12561.7817085894,1139446.66246599,30994.4384144743,59258.9663865546,25669.8443402947,96843.5115728163,16655.1955785915
"34",180217.376366068,17413.2361414199,37324.5515998188,20334.5905378506,55252.9174304361,56648.051566945,115114.985142772,53084.8218931307,8999.82828415016,845085.60704857,65792.4817665572,66815.4868745539,80883.870389621,184513.89645146,15528.684855062,13730.2592547267,22295.4033605267,12613.3170173015,1143554.93728393,31198.4358834195,59648.5714285714,25749.953637951,97243.0726375108,16734.649159144
"35",180825.627654086,17475.8174316681,37363.8212901509,20414.2686074131,55451.1994824902,56873.2529329461,115690.203346688,53288.3261738491,9058.67539615466,848335.532517986,66035.0455398752,67065.0276778383,81343.7727051574,185453.277532756,15595.5271400821,13789.2031966785,22435.6599995746,12664.8523260136,1148037.85432953,31402.4333523647,60038.1764705882,25830.0375965196,97642.6337022053,16814.1027396384
"36",181422.957018647,16508.8506266035,35518.3949837871,20493.9466769756,55649.4142968163,57098.4542989473,116265.421550603,53491.8312979357,9117.00326912191,851585.457987402,66277.6099054994,67314.5684811227,81803.6750206939,184515.163403524,15662.3694251021,13848.1471385605,22575.9177429615,12716.3876347256,1152211.14201001,31606.4308213099,60427.781512605,25910.1167544081,98042.1947668997,16893.5563201101
"37",182022.758294336,16792.2118021391,34795.6336947458,20573.6247465381,55847.7623499472,57323.6556649485,116840.639754519,53695.336910891,9176.09670116842,854835.383456819,66520.1751763195,67564.1092844071,82263.5773362304,185462.944384646,15729.2117101222,13907.091080471,22716.174848245,12767.9229434377,1156640.32808278,31810.4282902551,60817.3865546218,25990.2016246419,98441.7558315942,16973.0099005729
"38",182627.916389897,16505.5350432804,34978.5496663502,20653.3028161006,56046.2235538579,57548.8570309496,117415.857958434,53898.842807225,9235.08194516695,858085.308926235,66762.7407732323,67813.6500876915,82723.4796517669,186110.702478876,15796.0539951422,13966.0350223699,22856.432322234,12819.4582521498,1160858.02262874,32014.4257592003,61206.9915966387,26070.285061065,98841.3168962887,17052.4634810324
"39",183224.095614751,17381.4728742895,35146.8868056191,20732.9808856631,56244.6717369,57774.0583969508,117991.07616235,54102.348867823,9294.17777328627,861335.234395651,67005.3062420007,68063.1908909759,83183.3819673034,187027.555261193,15862.8962801623,14024.9789642735,22996.6895831796,12870.9935608619,1165250.50790125,32218.4232281455,61596.5966386555,26150.3681657247,99240.8779609831,17131.9170614904
"40",183827.842820305,17557.7878998523,34890.1217507924,20812.6589552256,56443.0477651219,57999.259762952,118566.294366265,54305.8550236386,9353.20392948852,864585.159865068,67247.871519063,68312.7316942603,83643.2842828399,187750.179398966,15929.7385651823,14083.9229061752,23136.9469672248,12922.528869574,1169498.53444036,32422.4206970907,61986.2016806723,26230.4516164594,99640.4390256776,17211.370641948
"41",184428.726783115,17333.2785416511,35146.6598624973,20892.3370247881,56641.3908546974,58224.4611289532,119141.512570181,54509.3612346482,9412.31886757555,867835.085334484,67490.4367280239,68562.2724975447,84103.1865983764,188633.512094918,15996.5808502024,14142.8668480777,23277.2042801413,12974.0641782861,1173865.95132739,32626.4181660358,62375.8067226891,26310.5349866078,100040.000090372,17290.8242224054
"42",185027.409103381,17638.4984625005,35555.380757376,20972.0150943506,56839.756863216,58449.6624949543,119716.730774096,54712.8674776517,9471.49406510203,871085.010803901,67733.0019646924,68811.8133008291,84563.0889139129,190273.596993679,16063.4231352225,14201.8107899799,23417.461634157,13025.5994869982,1178134.69605496,32830.4156349811,62765.4117647059,26390.6183342708,100439.561155067,17370.2778028626
"43",185631.236593385,17237.651213287,37737.6468390004,21051.6931639131,57038.1545872477,58674.8638609555,120291.948978012,54916.3737392009,9530.52133207985,874334.936273317,67975.5672419576,69061.3541041135,85022.9912294494,191134.42549066,16130.2654202425,14260.7547318822,23557.7189644249,13077.1347957103,1182484.99004696,33034.4131039262,63155.0168067227,26470.7017028433,100839.122219761,17449.7313833199
"44",186230.043802026,17735.1278627991,37765.1059039293,21131.3712334756,57236.5569319737,58900.0652269567,120867.167181927,55119.8800115004,9589.7779859589,877584.861742733,68218.1325334413,69310.8949073979,85482.8935449859,192636.645141495,16197.1077052626,14319.6986737844,23697.9763084146,13128.6701044224,1186767.88627889,33238.4105728714,63544.6218487395,26550.7850669214,101238.683284455,17529.1849637771
"45",186831.389114121,17800.5586711716,38876.6204412092,21211.0493030381,57434.9436830865,59125.2665929578,121442.385385843,55323.3862900313,9648.91634074595,880834.78721215,68460.6978189374,69560.4357106823,85942.7958605224,192724.710916479,16263.9499902826,14378.6426156867,23838.2336444757,13180.2054131344,1191106.48452229,33442.4080418166,63934.2268907563,26630.8684294987,101638.24434915,17608.6385442344
"46",187433.356398564,18105.7975844458,39302.3245056645,21290.7273726006,57633.3190537838,59350.467958959,122017.603589758,55526.8925721744,9708.06423286762,884084.712681566,68703.2630958374,69809.9765139668,86402.6981760589,194357.54387028,16330.7922753027,14437.5865575889,23978.4909851181,13231.7407218465,1195399.04690221,33646.4055107618,64323.8319327731,26710.9517933359,102037.805413844,17688.0921246916
"47",188032.508266585,18168.4040777817,39341.5941959966,21370.4054421632,57831.6969911094,59575.6693249602,122592.821793674,55730.3988564113,9767.14939046093,887334.638150982,68945.8283697695,70059.5173172512,86862.6004915954,195270.230974981,16397.6345603227,14496.5304994912,24118.7483231133,13283.2760305586,1199729.65639515,33850.402979707,64713.4369747899,26791.0351569246,102437.366478539,17767.5457051488
"48",188634.866174936,17201.4608880198,37496.1678896328,21450.0835117257,58030.0828894481,59800.8706909613,123168.039997589,55933.9051418619,9826.16715997454,890584.563620399,69188.3936449949,70309.0581205356,87322.5028071319,194791.927780573,16464.4768453428,14555.4744413934,24259.0056626381,13334.8113392707,1204028.82121214,34054.4004486522,65103.0420168067,26871.1185204144,102836.927543233,17846.9992856061
"49",189235.23274868,17484.8441911031,36773.4066005915,21529.7615812882,58228.4717742093,60026.0720569625,123743.258201505,56137.4114280161,9885.28428556995,893834.489089815,69430.9589220403,70558.59892382,87782.4051226684,195710.838165688,16531.3191303628,14614.4183832957,24399.2630012791,13386.3466479828,1208353.97401001,34258.3979175974,65492.6470588235,26951.20188398,103236.488607928,17926.4528660633
"50",189835.688430515,17198.1881657649,36956.3225721959,21609.4396508507,58426.8577675484,60251.2734229637,124318.47640542,56340.9177145781,9944.38737026266,897084.414559231,69673.524199705,70808.1397271044,88242.3074382049,196407.468929083,16598.1614153829,14673.3623251979,24539.5203404308,13437.8819566949,1212657.64860434,34462.3953865426,65882.2521008403,27031.2852475319,103636.049672622,18005.9064465205
"51",190437.595452201,18074.1454240905,37124.6597114648,21689.1177204132,58625.2404298739,60476.4747889649,124893.694609336,56544.4240013765,10003.5048068261,900334.340028648,69916.0894770906,71057.6805303888,88702.2097537414,197303.465367859,16665.0037004029,14732.3062671002,24679.7776792874,13489.417265407,1216979.07422094,34666.3928554878,66271.8571428571,27111.3686110774,104035.610737317,18085.3600269778
"52",191037.52707494,18250.4786530564,36867.8946566381,21768.7957899757,58823.6228845196,60701.676154966,125468.912813251,56747.9302883119,10062.6132012021,903584.265498064,70158.6547540908,71307.2213336732,89162.1120692779,198055.562552535,16731.845985423,14791.2502090025,24820.0350183144,13540.9525741191,1221285.82920687,34870.390324433,66661.4621848739,27191.4519746274,104435.171802011,18164.813607435
"53",191638.908835527,18025.9863514507,37124.432768343,21848.4738595382,59022.0071323833,60926.8775209672,126044.131017167,56951.4365753267,10121.7331179027,906834.19096748,70401.2200309618,71556.7621369576,89622.0143848144,198926.724778847,16798.6882704431,14850.1941509047,24960.292357243,13592.4878828311,1225604.70898207,35074.3877933782,67051.0672268908,27271.5353381767,104834.732866706,18244.2671878922
