"","AZUAY","BOLIVAR","CAÑAR","CARCHI","CHIMBORAZO","COTOPAXI","EL ORO","ESMERALDAS","GALAPAGOS","GUAYAS","IMBABURA","LOJA","LOS RIOS","MANABI","MORONA SANTIAGO","NAPO","ORELLANA","PASTAZA","PICHINCHA","SANTA ELENA","SANTO DOMINGO DE LOS TSACHILAS","SUCUMBIOS","TUNGURAHUA","ZAMORA CHINCHIPE"
"54",192239.942718351,18331.2222543365,37533.1536632217,21928.1519291007,59220.3925034067,61152.0788869684,126619.349221082,57154.9428623876,10180.860855217,910084.116436897,70643.7853078931,71806.302940242,90081.9167003508,200358.54621059,16865.5305554631,14909.138092807,25100.5496962285,13644.0231915432,1229913.56802141,35278.3852623234,67440.6722689076,27351.6187017256,105234.2939314,18323.7207683495
"55",192840.291186717,17930.3899802972,39715.4197448461,22007.8299986632,59418.7774753756,61377.2802529695,127194.567424998,57358.4491494752,10239.9693937521,913334.041906313,70886.3505849059,72055.8437435264,90541.8190158873,201213.035626083,16932.3728404832,14968.0820347092,25240.8070351811,13695.5585002553,1234230.7088663,35482.3827312686,67830.2773109244,27431.7020652748,105633.854996095,18403.1743488067
"56",193441.813398503,18427.8806615532,39742.878809775,22087.5080682257,59617.1615800424,61602.4816189707,127769.785628913,57561.9554365783,10299.107702666,916583.967375729,71128.9158619457,72305.3845468108,91001.7213314238,202542.716066268,16999.2151255032,15027.0259766115,25381.0643741527,13747.0938089674,1238541.00507382,35686.3802002138,68219.8823529412,27511.7854288239,106033.416060789,18482.6279292639
"57",194042.334611555,18493.3246176751,40854.3933470549,22167.1861377882,59815.5454278246,61827.6829849719,128345.003832829,57765.4617236903,10358.2306584417,919833.892845146,71371.4811389726,72554.9253500952,91461.6236469603,202824.6844741,17066.0574105233,15085.9699185137,25521.3217131134,13798.6291176795,1242856.95814692,35890.377669159,68609.487394958,27591.868792373,106432.977125484,18562.0815097212
"58",194643.245462768,18798.5758503954,41280.0974115102,22246.8642073507,60013.9296289469,62052.8843509731,128920.222036744,57968.9680108075,10417.3548519955,923083.818314562,71614.0464159821,72804.4661533796,91921.5259624968,204251.133117122,17132.8996955433,15144.913860416,25661.5790520803,13850.1644263916,1247168.23600839,36094.3751381042,68999.0924369748,27671.9521559221,106832.538190178,18641.5350901784
"59",195244.433179855,18861.1938870571,41319.3671018423,22326.5422769132,60212.3141751804,62278.0857169742,129495.44024066,58172.4742979278,10476.4709037126,926333.743783979,71856.6116929861,73054.0069566641,92381.4282780333,205144.043307198,17199.7419805634,15203.8578023182,25801.8363910436,13901.6997351037,1251483.37777708,36298.3726070494,69388.6974789916,27752.0355194712,107232.099254873,18720.9886706356
"60",195844.950579052,17894.2615133957,39473.9407954785,22406.2203464757,60410.6987121052,62503.2870829754,130070.658444575,58375.9805850498,10535.5782096442,929583.669253395,72099.1769699928,73303.5477599485,92841.3305935698,205006.402792608,17266.5842655834,15262.8017442205,25942.0937300091,13953.2350438158,1255795.32615472,36502.3700759946,69778.3025210084,27832.1188830203,107631.660319567,18800.4422510929
"61",196446.129874737,18177.6549511693,38751.1795064372,22485.8984160382,60609.0830459823,62728.4884489766,130645.876648491,58579.4868721728,10594.6984102449,932833.594722811,72341.7422470032,73553.0885632329,93301.2329091063,205903.923658991,17333.4265506035,15321.7456861228,26082.3510689733,14004.7703525279,1260109.91376406,36706.3675449398,70167.9075630252,27912.2022465694,108031.221384261,18879.8958315501
"62",197046.968199881,17891.0084220397,38934.0954780417,22565.5764856007,60807.4672714995,62953.6898149777,131221.094852406,58782.9931592963,10653.8167885837,936083.520192228,72584.3075240148,73802.6293665173,93761.1352246428,206636.762988096,17400.2688356235,15380.689628025,26222.6084079382,14056.3056612399,1264422.320136,36910.365013885,70557.512605042,27992.2856101185,108430.782448956,18959.3494120073
"63",197647.732838282,18766.9745783165,39102.4326173105,22645.2545551632,61005.8515527384,63178.8911809789,131796.313056322,58986.4994464203,10712.9370295426,939333.445661644,72826.8728010257,74052.1701698017,94221.0375401793,207517.307471854,17467.1111206436,15439.6335699273,26362.8657469027,14107.840969952,1268736.52922825,37114.3624828302,70947.1176470588,28072.3689736676,108830.34351365,19038.8029924646
"64",198248.862745702,18943.3161446659,38845.6675624838,22724.9326247257,61204.2359272959,63404.0925469801,132371.531260237,59190.0057335444,10772.0560969848,942583.37113106,73069.4380780359,74301.7109730861,94680.9398557158,208291.240516402,17533.9534056637,15498.5775118295,26503.1230858674,14159.3762786641,1273049.24843201,37318.3599517754,71336.7226890756,28152.4523372167,109229.904578345,19118.2565729218
"65",198849.57118628,18718.8316551918,39102.2056741887,22804.6106942882,61402.6203221643,63629.2939129812,132946.749464152,59393.5120206686,10831.1766598217,945833.296600477,73312.0033550458,74551.2517763705,95140.8421712523,209153.38593931,17600.7956906837,15557.5214537318,26643.380424832,14210.9115873762,1277363.19897915,37522.3574207206,71726.3277310924,28232.5357007658,109629.465643039,19197.710153379
"66",199450.545224996,19024.0748780478,39510.9265690675,22884.2887638507,61601.0046749108,63854.4952789824,133521.967668068,59597.0183077929,10890.2982376365,949083.222069893,73554.5686320559,74800.7925796549,95600.7444867888,210430.910060117,17667.6379757038,15616.465395634,26783.6377637967,14262.4468960883,1281676.13186186,37726.3548896658,72115.9327731092,28312.6190643149,110029.026707734,19277.1637338362
"67",200051.502539098,18623.2494628234,41693.1926506919,22963.9668334133,61799.388992428,64079.6966449836,134097.185871983,59800.5245949173,10949.417323788,952333.147539309,73797.1339090661,75050.3333829393,96060.6468023253,211280.703005118,17734.4802607238,15675.4093375363,26923.8951027613,14313.9822048004,1285989.90581044,37930.352358611,72505.537815126,28392.702427864,110428.587772428,19356.6173142935
"68",200652.272631077,19120.7465707916,41720.6517156207,23043.6449029758,61997.773314365,64304.8980109847,134672.404075899,60004.0308820416,11008.5402736102,955583.073008726,74039.6991860764,75299.8741862237,96520.5491178618,212482.553362496,17801.3225457439,15734.3532794385,27064.152441726,14365.5175135125,1290302.98464599,38134.3498275562,72895.1428571429,28472.7857914131,110828.148837123,19436.0708947507
"69",201253.301667308,19186.1965487452,42832.1662529006,23123.3229725383,62196.1576589722,64530.0993769859,135247.622279814,60207.537169166,11067.6612308656,958832.998478142,74282.2644630867,75549.4149895082,96980.4514333983,212908.179490332,17868.1648307639,15793.2972213408,27204.4097806906,14417.0528222246,1294616.63796939,38338.3472965014,73284.7478991597,28552.8691549622,111227.709901817,19515.5244752079
"70",201854.13822964,19491.4534239241,43257.8703173559,23203.0010421008,62394.5420137398,64755.3007429871,135822.84048373,60411.0434562904,11126.7823487627,962082.923947559,74524.8297400969,75798.9557927925,97440.3537489348,214181.723043334,17935.007115784,15852.241163243,27344.6671196553,14468.5881309367,1298929.81649765,38542.3447654466,73674.3529411765,28632.9525185113,111627.270966512,19594.9780556652
"71",202455.02352194,19554.0767475716,43297.1400076881,23282.6791116633,62592.926361201,64980.5021089883,136398.058687645,60614.5497434148,11185.9024099929,965332.849416975,74767.3950171071,76048.496596077,97900.2560644713,215059.981000884,18001.849400804,15911.1851051453,27484.9244586199,14520.1234396487,1303243.38742833,38746.3422343918,74063.9579831933,28713.0358820604,112026.832031206,19674.4316361224
"72",203055.996431476,18587.149327818,41451.7137013242,23362.3571812258,62791.3106987465,65205.7034749894,136973.276891561,60818.0560305392,11245.0213361742,968582.774886391,75009.9602941174,76298.0373993614,98360.1583800077,215174.729137002,18068.6916858241,15970.1290470476,27625.1817975846,14571.6587483608,1307556.63405144,38950.3397033369,74453.5630252101,28793.1192456095,112426.393095901,19753.8852165796
"73",203656.815944823,18870.5474074051,40728.9524122829,23442.0352507883,62989.6950349282,65430.9048409906,137548.495095476,61021.5623176636,11304.1419358564,971832.700355808,75252.5255711276,76547.5782026458,98820.0606955442,216056.403031903,18135.5339708441,16029.0729889498,27765.4391365492,14623.1940570729,1311870.14870399,39154.3371722821,74843.1680672269,28873.2026091586,112825.954160595,19833.3387970369
"74",204257.767821556,18583.9052276564,40911.8683838874,23521.7133203508,63188.0793760303,65656.1062069918,138123.713299392,61225.0686047879,11363.2622990411,975082.625825224,75495.0908481378,76797.1190059302,99279.9630110807,216816.068402089,18202.3762558642,16088.0169308521,27905.6964755139,14674.729365785,1316183.44183911,39358.3346412273,75232.7731092437,28953.2859727077,113225.51522529,19912.7923774941
"75",204858.666750848,19459.8754593048,41080.2055231562,23601.3913899133,63386.4637206695,65881.3075729929,138698.931503307,61428.5748919123,11422.382903961,978332.55129464,75737.6561251481,77046.6598092146,99739.8653266172,217685.164910154,18269.2185408842,16146.9608727543,28045.9538144785,14726.2646744971,1320496.91805103,39562.3321101725,75622.3781512605,29033.3693362568,113625.076289984,19992.2459579513
"76",205459.530940537,19636.220844279,40823.4404683296,23681.0694594758,63584.8480644686,66106.5089389941,139274.149707223,61632.0811790367,11481.5033565792,981582.476764057,75980.2214021583,77296.200612499,100199.767642154,218475.275609423,18336.0608259043,16205.9048146566,28186.2111534432,14777.7999832092,1324810.24295605,39766.3295791177,76011.9831932773,29113.4526998059,114024.637354679,20071.6995384086
"77",206060.482433812,19411.7399328577,41079.9785800345,23760.7475290383,63783.2324057697,66331.7103049953,139849.367911138,61835.5874661611,11540.6240032732,984832.402233473,76222.7866791685,77545.7414157834,100659.66995769,219330.740703137,18402.9031109244,16264.8487565588,28326.4684924078,14829.3352919213,1329123.6929112,39970.3270480629,76401.5882352941,29193.536063355,114424.198419373,20151.1531188658
"78",206661.346680745,19716.9865083506,41488.6994749132,23840.4255986008,63981.6167461535,66556.9116709965,140424.586115054,62039.0937532855,11599.7447816936,988082.327702889,76465.3519561788,77795.2822190678,101119.572273227,220493.949718645,18469.7453959444,16323.7926984611,28466.7258313725,14880.8706006334,1333437.03951657,40174.3245170081,76791.1932773109,29273.6194269041,114823.759484067,20230.606699323
"79",207262.256701072,19316.1642345482,43670.9655565376,23920.1036681633,64180.0010874559,66782.1130369976,140999.804318969,62242.6000404099,11658.8652367399,991332.253172306,76707.917233189,78044.8230223522,101579.474588763,221340.263163481,18536.5876809645,16382.7366403633,28606.9831703371,14932.4059093454,1337750.47153711,40378.3219859533,77180.7983193277,29353.7027904532,115223.320548762,20310.0602797803
"80",207863.175345785,19813.6642860299,43698.4246214665,23999.7817377258,64378.3854297982,67007.3144029988,141575.022522885,62446.1063275343,11717.9861932226,994582.178641722,76950.4825101992,78294.3638256366,102039.3769043,222447.407337791,18603.4299659845,16441.6805822656,28747.2405093018,14983.9412180575,1342063.83296484,40582.3194548985,77570.4033613445,29433.7861540023,115622.881613456,20389.5138602375
"81",208464.046619251,19879.1170220569,44809.9391587464,24079.4598072883,64576.7697721964,67232.515769,142150.2407268,62649.6126146587,11777.1068911052,997832.104111138,77193.0477872095,78543.904628921,102499.279219836,222979.465958129,18670.2722510046,16500.6245241679,28887.4978482664,15035.4765267696,1346377.25273518,40786.3169238437,77960.0084033613,29513.8695175514,116022.442678151,20468.9674406947
"82",209064.973286157,20184.3764815516,45235.6432232017,24159.1378768508,64775.1541140297,67457.7171350011,142725.458930716,62853.1189017831,11836.2276098363,1001082.02958055,77435.6130642197,78793.4454322055,102959.181535373,224139.725868269,18737.1145360246,16559.5684660701,29027.7551872311,15087.0118354817,1350690.62428729,40990.3143927889,78349.6134453781,29593.9528811005,116422.003742845,20548.421021152
"83",209665.864544488,20247.002226704,45274.9129135338,24238.8159464133,64973.5384555147,67682.9185010023,143300.677134631,63056.6251889075,11895.3481914306,1004331.95504997,77678.1783412299,79042.9862354899,103419.083850909,225007.12834497,18803.9568210447,16618.5124079724,29168.0125261957,15138.5471441938,1355004.03569017,41194.3118617341,78739.2184873949,29674.0362446496,116821.56480754,20627.8746016092
"84",210266.758658588,19280.0770759013,43429.48660717,24318.4940159758,65171.9227971284,67908.1198670035,143875.895338547,63260.1314760319,11954.4686257156,1007581.88051939,77920.7436182402,79292.5270387743,103878.986166446,225308.865061815,18870.7991060647,16677.4563498746,29308.2698651604,15190.0824529059,1359317.41415771,41398.3093306793,79128.8235294117,29754.1196081987,117221.125872234,20707.3281820664
"85",210867.676910552,19563.4772814963,42706.7253181287,24398.1720855383,65370.307139014,68133.3212330046,144451.113542462,63463.6377631563,12013.5892771915,1010831.8059888,78163.3088952504,79542.0678420587,104338.888481982,226178.798322984,18937.6413910848,16736.4002917769,29448.527204125,15241.617761618,1363630.81984522,41602.3067996245,79518.4285714286,29834.2029717478,117620.686936929,20786.7817625237
"86",211468.561226855,19276.8370938179,42889.6412897331,24477.8501551009,65568.6914809779,68358.5225990058,145026.331746378,63667.1440502807,12072.7098979742,1014081.73145822,78405.8741722606,79791.6086453431,104798.790797519,226958.338451144,19004.4836761049,16795.3442336791,29588.7845430897,15293.1530703301,1367944.20303633,41806.3042685697,79908.0336134454,29914.2863352969,118020.248001623,20866.2353429809
"87",212069.471081331,20152.8091920369,43057.978429002,24557.5282246634,65767.0758228299,68583.723965007,145601.549950293,63870.6503374051,12131.8305501299,1017331.65692764,78648.4394492709,80041.1494486275,105258.693113055,227818.953433907,19071.3259611249,16854.2881755814,29729.0418820543,15344.6883790422,1372257.60481996,42010.3017375149,80297.6386554622,29994.369698846,118419.809066318,20945.6889234381
"88",212670.374137733,20329.1563259884,42801.2133741753,24637.2062942259,65965.4601645743,68808.9253310082,146176.768154209,64074.1566245295,12190.9511825195,1020581.58239705,78891.0047262811,80290.6902519119,105718.595428592,228621.049762035,19138.168246145,16913.2321174836,29869.299221019,15396.2236877542,1376570.99123749,42214.2992064601,80687.243697479,30074.4530623951,118819.370131012,21025.1425038953
"89",213271.266005091,20104.6770533595,43057.7514858802,24716.8843637884,66163.8445063226,69034.1266970093,146751.986358124,64277.6629116539,12250.0718400968,1023831.50786647,79133.5700032913,80540.2310551963,106178.497744128,229471.565563176,19205.010531165,16972.1760593859,30009.5565599836,15447.7589964663,1380884.39035459,42418.2966754053,81076.8487394958,30154.5364259442,119218.931195707,21104.5960843526
"90",213872.177914621,20409.9251644015,43466.4723807589,24796.5624333509,66362.2288481347,69259.3280630105,147327.20456204,64481.1691987782,12309.1925147697,1027081.43333589,79376.1352803015,80789.7718584807,106638.400059665,230550.081312026,19271.8528161851,17031.1200012881,30149.8138989483,15499.2943051784,1385197.77897592,42622.2941443505,81466.4537815126,30234.6197894933,119618.492260401,21184.0496648098
"91",214473.072326305,20009.1043294092,45648.7384623833,24876.2405029134,66560.6131899804,69484.5294290117,147902.422765955,64684.6754859026,12368.3131474745,1030331.3588053,79618.7005573118,81039.3126617651,107098.302375201,231393.816880259,19338.6951012051,17090.0639431904,30290.0712379129,15550.8296138905,1389511.17627166,42826.2916132957,81856.0588235294,30314.7031530424,120018.053325096,21263.503245267
"92",215073.973923361,20506.6057290566,45676.1975273122,24955.9185724759,66758.9975318083,69709.7307950128,148477.640969871,64888.181773027,12427.4338452568,1033581.28427472,79861.265834322,81288.8534650495,107558.204690738,232430.79555898,19405.5373862252,17149.0078850927,30430.3285768776,15602.3649226026,1393824.56639829,43030.2890822409,82245.6638655462,30394.7865165915,120417.61438979,21342.9568257243
"93",215674.879868724,20572.0597283153,46787.7120645921,25035.5966420384,66957.3818736069,69934.932161014,149052.859173786,65091.6880601514,12486.5545094774,1036831.20974413,80103.8311113322,81538.3942683339,108018.107006274,233041.707410874,19472.3796712452,17207.9518269949,30570.5859158422,15653.9002313147,1398137.96244994,43234.2865511861,82635.268907563,30474.8698801406,120817.175454485,21422.4104061815
"94",216275.774446944,20877.3203714585,47213.4161290474,25115.2747116009,67155.7662153995,70160.1335270152,149628.077377702,65295.1943472758,12545.6751764038,1040081.13521355,80346.3963883425,81787.9350716184,108478.009321811,234118.038239659,19539.2219562653,17266.8957688972,30710.8432548069,15705.4355400268,1402451.35360476,43438.2840201313,83024.8739495798,30554.9532436897,121216.736519179,21501.8639866387
"95",216876.680522581,20939.9472256901,47252.6858193795,25194.9527811634,67354.1505572053,70385.3348930163,150203.295581617,65498.7006344002,12604.7958255322,1043331.06068297,80588.9616653527,82037.4758749028,108937.911637347,234977.398156001,19606.0642412853,17325.8397107994,30851.1005937715,15756.9708487389,1406764.74880665,43642.2814890765,83414.4789915966,30635.0366072388,121616.297583873,21581.317567096
"96",217477.58045761,19973.023114095,45407.2595130157,25274.6308507259,67552.5348990221,70610.5362590175,150778.513785533,65702.2069215246,12663.9164555425,1046580.98615238,80831.5269423629,82287.0166781872,109397.813952884,235417.670140675,19672.9065263054,17384.7836527017,30991.3579327362,15808.506157451,1411078.14066377,43846.2789580217,83804.0840336134,30715.1199707879,122015.858648568,21660.7711475532
"97",218078.479398593,20256.4242934279,44684.4982239744,25354.3089202884,67750.9192408374,70835.7376250187,151353.731989448,65905.713208649,12723.0371137403,1049830.9116218,81074.0922193732,82536.5574814716,109857.71626842,236278.905053354,19739.7488113254,17443.7275946039,31131.6152717008,15860.041466163,1415391.53528524,44050.2764269669,84193.6890756302,30795.203334337,122415.419713262,21740.2247280104
"98",218679.384480648,19969.7850181423,44867.4141955788,25433.9869898509,67949.3035826456,71060.9389910199,151928.950193363,66109.2194957734,12782.1577679547,1053080.83709122,81316.6574963834,82786.098284756,110317.618583957,237073.169903785,19806.5910963455,17502.6715365062,31271.8726106655,15911.5767748751,1419704.92762206,44254.2738959121,84583.294117647,30875.2866978861,122814.980777957,21819.6783084677
"99",219280.282284003,20845.7579712736,45035.7513348477,25513.6650594134,68147.6879244506,71286.140357021,152504.168397279,66312.7257828978,12841.2784262408,1056330.76256063,81559.2227733936,83035.6390880404,110777.520899493,237927.501131813,19873.4333813656,17561.6154784084,31412.1299496301,15963.1120835872,1424018.32184707,44458.2713648573,84972.8991596639,30955.3700614352,123214.541842651,21899.1318889249
"100",219881.184805817,21022.1059062784,44778.986280021,25593.3431289759,68346.072266258,71511.3417230222,153079.386601194,66516.2320700222,12900.3990819616,1059580.68803005,81801.7880504039,83285.1798913248,111237.42321503,238738.47731933,19940.2756663856,17620.5594203107,31552.3872885948,16014.6473922993,1428331.71451155,44662.2688338025,85362.5042016807,31035.4534249843,123614.102907346,21978.5854693821
"101",220482.086866043,20797.6273842367,45035.5243917259,25673.0211985384,68544.4566080685,71736.5430890234,153654.60480511,66719.7383571466,12959.5197409512,1062830.61349947,82044.3533274141,83534.7206946092,111697.325530566,239585.326310608,20007.1179514057,17679.503362213,31692.6446275594,16066.1827010114,1432645.10846575,44866.2663027477,85752.1092436975,31115.5367885334,124013.66397204,22058.0390498394
"102",221082.985816095,21102.8761985792,45444.2452866047,25752.6992681009,68742.8409498793,71961.7444550245,154229.823009025,66923.244644271,13018.6404021597,1066080.53896888,82286.9186044243,83784.2614978936,112157.227846103,240601.094888834,20073.9602364257,17738.4473041152,31832.9019665241,16117.7180097235,1436958.50135405,45070.2637716929,86141.7142857143,31195.6201520825,124413.225036735,22137.4926302966
"103",221683.889212505,20702.0560225797,47626.5113682291,25832.3773376634,68941.2252916887,72186.9458210257,154805.041212941,67126.7509313954,13077.7610579213,1069330.4644383,82529.4838814346,84033.802301178,112617.130161639,241442.920571318,20140.8025214458,17797.3912460175,31973.1593054887,16169.2533184356,1441271.89512328,45274.261240638,86531.3193277311,31275.7035156316,124812.786101429,22216.9462107538
"104",222284.789221518,21199.5580397036,47653.9704331579,25912.0554072259,69139.6096334969,72412.1471870269,155380.259416856,67330.2572185197,13136.8817221289,1072580.38990771,82772.0491584448,84283.3431044624,113077.032477176,242427.915349814,20207.6448064658,17856.3351879197,32113.4166444534,16220.7886271477,1445585.28816445,45478.2587095832,86920.9243697479,31355.7868791807,125212.347166124,22296.3997912111
"105",222885.690175458,21265.012617538,48765.4849704379,25991.7334767884,69337.9939753054,72637.348553028,155955.477620772,67533.7635056442,13196.0023819808,1075830.31537713,83014.614435455,84532.8839077468,113536.934792712,243097.247633106,20274.4870914859,17915.279129822,32253.673983418,16272.3239358597,1449898.68180733,45682.2561785284,87310.5294117647,31435.8702427298,125611.908230818,22375.8533716683
"106",223486.592556773,21570.2738028069,49191.1890348932,26071.411546351,69536.3783171147,72862.5499190292,156530.695824687,67737.2697927686,13255.1230421838,1079080.24084655,83257.1797124653,84782.4247110312,113996.837108249,244111.397457474,20341.3293765059,17974.2230717242,32393.9313223827,16323.8592445718,1454212.07495292,45886.2536474736,87700.1344537815,31515.9536062789,126011.469295513,22455.3069521255
"107",224087.492320131,21632.9011650104,49230.4587252253,26151.0896159135,69734.7626589243,73087.7512850304,157105.914028603,67940.7760798929,13314.243700077,1082330.16631596,83499.7449894755,85031.9655143157,114456.739423785,244964.798837477,20408.171661526,18033.1670136265,32534.1886613473,16375.3945532839,1458525.46850951,46090.2511164188,88089.7394957983,31596.036969828,126411.030360207,22534.7605325828
"108",224688.394396008,20665.9775293853,47385.0324188615,26230.767685476,69933.1470007335,73312.9526510315,157681.132232518,68144.2823670173,13373.364355489,1085580.09178538,83742.3102664857,85281.5063176001,114916.641739322,245507.708215073,20475.013946546,18092.1109555287,32674.446000312,16426.929861996,1462838.86172642,46294.248585364,88479.3445378151,31676.1203333771,126810.591424902,22614.21411304
"109",225289.295497992,20949.3791547022,46662.2711298202,26310.4457550385,70131.5313425425,73538.1540170327,158256.350436434,68347.7886541417,13432.4850145592,1088830.0172548,83984.8755434959,85531.0471208845,115376.544054858,246362.498734021,20541.8562315661,18151.054897431,32814.7033392766,16478.4651707081,1467152.25522406,46498.2460543092,88868.9495798319,31756.2036969262,127210.152489596,22693.6676934972
"110",225890.196057166,20662.7402973038,46845.1871014246,26390.123824601,70329.9156843514,73763.3553830339,158831.568640349,68551.2949412661,13491.6056731124,1092079.94272421,84227.4408205062,85780.5879241689,115836.446370395,247167.672771181,20608.6985165862,18209.9988393333,32954.9606782413,16530.0004794202,1471465.64848968,46702.2435232544,89258.5546218487,31836.2870604753,127609.71355429,22773.1212739544
"111",226491.098095912,21538.7136419956,47013.5242406935,26469.8018941635,70528.3000261605,73988.5567490351,159406.786844265,68754.8012283905,13550.7263321941,1095329.86819363,84470.0060975164,86030.1287274533,116296.348685931,248017.348518957,20675.5408016062,18268.9427812355,33095.2180172059,16581.5357881323,1475779.04194707,46906.2409921996,89648.1596638655,31916.3704240244,128009.274618985,22852.5748544117
"112",227091.998619877,21715.0619438926,46756.7591858668,26549.479963726,70726.6843679697,74213.7581150362,159982.00504818,68958.3075155149,13609.8469909428,1098579.79366305,84712.5713745266,86279.6695307377,116756.251001468,248834.903577194,20742.3830866263,18327.8867231378,33235.4753561706,16633.0710968444,1480092.43524597,47110.2384611448,90037.7647058823,31996.4537875735,128408.835683679,22932.0284348689
"113",227692.899967078,21490.5837656291,47013.2972975717,26629.1580332885,70925.0687097789,74438.9594810374,160557.223252096,69161.8138026393,13668.9676501158,1101829.71913246,84955.1366515369,86529.2103340221,117216.153317004,249679.035918692,20809.2253716463,18386.83066504,33375.7326951352,16684.6064055565,1484405.82867585,47314.23593009,90427.3697478991,32076.5371511226,128808.396748374,23011.4820153261
"114",228293.801426587,21795.8329020919,47422.0181924504,26708.836102851,71123.453051588,74664.1608470386,161132.441456011,69365.3200897637,13728.0883095768,1105079.64460188,85197.7019285471,86778.7511373065,117676.055632541,250648.316652291,20876.0676566664,18445.7746069423,33515.9900340999,16736.1417142685,1488719.22199748,47518.2333990352,90816.974789916,32156.6205146717,129207.957813068,23090.9355957834
"115",228894.70209031,21395.0130279193,49604.2842740748,26788.5141724135,71321.8373933971,74889.3622130397,161707.659659927,69568.8263768881,13787.2089683308,1108329.57007129,85440.2672055573,87028.2919405909,118135.957948077,251488.727347118,20942.9099416864,18504.7185488445,33656.2473730645,16787.6770229806,1493032.61540857,47722.2308679804,91206.5798319328,32236.7038782208,129607.518877763,23170.3891762406
"116",229495.603710235,21892.515327855,49631.7433390037,26868.192241976,71520.2217352062,75114.5635790409,162282.877863842,69772.3326640125,13846.329628181,1111579.49554071,85682.8324825676,87277.8327438753,118595.860263614,252435.208524878,21009.7522267065,18563.6624907468,33796.5047120292,16839.2123316927,1497346.00874572,47926.2283369256,91596.1848739496,32316.7872417699,130007.079942457,23249.8427566978
"117",230096.50470166,21957.9701706843,50743.2578762836,26947.8703115385,71718.6060770154,75339.7649450421,162858.096067758,69975.8389511369,13905.4502874659,1114829.42101013,85925.3977595778,87527.3735471597,119055.76257915,253147.823077487,21076.5945117265,18622.606432649,33936.7620509938,16890.7476404048,1501659.40214399,48130.2258058708,91985.7899159664,32396.870605319,130406.641007152,23329.2963371551
"118",230697.405765062,22263.2316042535,51168.9619407389,27027.548381101,71916.9904188245,75564.9663110432,163433.314271673,70179.3452382613,13964.5709467964,1118079.34647954,86167.963036588,87776.9143504441,119515.664894687,254115.90451593,21143.4367967466,18681.5503745513,34077.0193899585,16942.2829491169,1505972.79549175,48334.223274816,92375.3949579832,32476.9539688681,130806.202071846,23408.7499176123
"119",231298.307228965,22325.8591991144,51208.2316310711,27107.2264506635,72115.3747606336,75790.1676770444,164008.532475589,70382.8515253857,14023.691605827,1121329.27194896,86410.5283135983,88026.4551537286,119975.567210223,254964.891362037,21210.2790817666,18740.4943164536,34217.2767289231,16993.818257829,1510286.18888125,48538.2207437612,92765,32557.0373324172,131205.763136541,23488.2034980695
"120",231899.208110431,21358.9357814894,49362.8053247072,27186.904520226,72313.7591024427,76015.3690430456,164583.750679504,70586.35781251,14082.8122645357,1124579.19741838,86653.0935906085,88275.995957013,120435.46952576,255583.842274696,21277.1213667867,18799.4382583558,34357.5340678878,17045.3535665411,1514599.58223625,48742.2182127064,93154.6050420168,32637.1206959663,131605.324201235,23567.6570785268
"121",232500.109441058,21642.3376110725,48640.0440356659,27266.5825897885,72512.1434442518,76240.5704090468,165158.96888342,70789.8640996344,14141.9329237192,1127829.12288779,86895.6588676187,88525.5367602974,120895.371841296,256433.858299885,21343.9636518067,18858.3822002581,34497.7914068524,17096.8888752532,1518912.97561976,48946.2156816516,93544.2100840336,32717.2040595154,132004.88526593,23647.110658984
"122",233101.010640767,21355.6989450716,48822.9600072704,27346.260659351,72710.5277860609,76465.7717750479,165734.187087335,70993.3703867588,14201.0535828355,1131079.04835721,87138.224144629,88775.0775635818,121355.274156832,257247.114686778,21410.8059368268,18917.3261421603,34638.0487458171,17148.4241839653,1523226.36897971,49150.2131505968,93933.8151260504,32797.2874230645,132404.446330624,23726.5642394412
"123",233701.91165859,22231.6724691028,48991.2971465393,27425.9387289135,72908.9121278701,76690.9731410491,166309.405291251,71196.8766738832,14260.1742420204,1134328.97382663,87380.7894216392,89024.6183668662,121815.176472369,258093.341303055,21477.6482218469,18976.2700840626,34778.3060847817,17199.9594926773,1527539.76235914,49354.210619542,94323.4201680672,32877.3707866136,132804.007395319,23806.0178198985
"124",234302.813018288,22408.0209390411,48734.5320917126,27505.616798476,73107.2964696792,76916.1745070503,166884.623495166,71400.3829610076,14319.2949011622,1137578.89929604,87623.3546986494,89274.1591701506,122275.078787905,258915.770485763,21544.4905068669,19035.2140259648,34918.5634237464,17251.4948013894,1531853.15572246,49558.2080884872,94713.025210084,32957.4541501627,133203.568460013,23885.4714003557
"125",234903.714072443,22183.5429182322,48991.0702034175,27585.2948680386,73305.6808114883,77141.3758730514,167459.841699082,71603.889248132,14378.4155603589,1140828.82476546,87865.9199756596,89523.699973435,122734.981103442,259757.890127858,21611.332791887,19094.1579678671,35058.820762711,17303.0301101015,1536166.5490991,49762.2055574324,95102.6302521008,33037.5375137118,133603.129524708,23964.9249808129
"126",235504.615258444,22488.7922022301,49399.7910982962,27664.9729376011,73504.0651532974,77366.5772390526,168035.059902997,71807.3955352564,14437.5362195931,1144078.75023487,88108.4852526699,89773.2407767194,123194.883418978,260692.729153942,21678.175076907,19153.1019097693,35199.0781016757,17354.5654188136,1540479.94246473,49966.2030263776,95492.2352941176,33117.6208772609,134002.690589402,24044.3785612702
